season,round,race_name,raw_retirement_rate,raw_retirement_lap_spread,raw_position_shuffle,raw_winner_grid,raw_podium_closeness,raw_neutralizations,q_retirement_rate,q_retirement_lap_spread,q_position_shuffle,q_winner_grid,q_podium_closeness,q_neutralizations,chaos_score,chaos_label,weirdness_score
2018,11,German Grand Prix,0.250000,0.184399,4.000000,2.708050,-6.732000,1.000000,0.866848,0.538043,0.855978,0.986413,0.793478,0.470109,91.4,Chaotic,82.2
2018,12,Hungarian Grand Prix,0.150000,0.314502,2.529412,0.693147,-20.101000,1.000000,0.557065,0.820652,0.418478,0.000000,0.353261,0.470109,46.5,Calm,3.8
2018,13,Belgian Grand Prix,0.250000,0.246630,3.266667,1.098612,-31.372000,1.000000,0.866848,0.652174,0.657609,0.646739,0.184783,0.470109,68.6,Eventful,24.3
2018,14,Italian Grand Prix,0.150000,0.178554,3.000000,1.386294,-14.066000,1.500000,0.557065,0.527174,0.576087,0.817935,0.543478,0.665761,74.6,Eventful,14.1
2018,15,Singapore Grand Prix,0.050000,0.000000,2.473684,0.693147,-39.984000,1.000000,0.146739,0.000000,0.394022,0.000000,0.065217,0.470109,8.6,Calm,39.5
2018,16,Russian Grand Prix,0.100000,0.000000,3.111111,1.098612,-7.487000,0.000000,0.328804,0.000000,0.603261,0.646739,0.766304,0.000000,37.8,Calm,60.0
2018,17,Japanese Grand Prix,0.150000,0.262499,3.235294,0.693147,-14.295000,1.500000,0.557065,0.690217,0.649457,0.000000,0.532609,0.665761,58.9,Eventful,1.1
2018,18,United States Grand Prix,0.200000,0.216690,4.357143,1.098612,-2.342000,0.500000,0.750000,0.586957,0.923913,0.646739,0.956522,0.301630,85.4,Chaotic,74.1
2018,19,Mexican Grand Prix,0.200000,0.293164,2.625000,1.098612,-49.914000,1.500000,0.750000,0.782609,0.467391,0.646739,0.021739,0.665761,64.9,Eventful,41.6
2018,20,Brazilian Grand Prix,0.100000,0.084507,2.444444,0.693147,-4.764000,0.000000,0.328804,0.353261,0.364130,0.000000,0.869565,0.000000,25.4,Calm,71.4
2018,21,Abu Dhabi Grand Prix,0.250000,0.343439,3.200000,0.693147,-12.706000,1.500000,0.866848,0.891304,0.635870,0.000000,0.570652,0.665761,73.0,Eventful,23.8
2019,1,Australian Grand Prix,0.150000,0.158646,2.529412,1.098612,-22.520000,0.000000,0.557065,0.494565,0.418478,0.646739,0.309783,0.000000,40.0,Calm,52.4
2019,2,Bahrain Grand Prix,0.200000,0.281078,3.312500,1.386294,-6.131000,1.000000,0.750000,0.739130,0.673913,0.817935,0.820652,0.470109,87.6,Chaotic,26.5
2019,3,Chinese Grand Prix,0.150000,0.256851,2.176471,1.098612,-13.774000,0.500000,0.557065,0.668478,0.217391,0.646739,0.554348,0.301630,57.3,Eventful,28.1
2019,4,Azerbaijan Grand Prix,0.200000,0.060435,2.062500,0.693147,-11.739000,0.500000,0.750000,0.331522,0.163043,0.000000,0.597826,0.301630,33.0,Calm,60.5
2019,5,Spanish Grand Prix,0.100000,0.000000,1.388889,1.098612,-7.679000,1.000000,0.328804,0.000000,0.010870,0.646739,0.744565,0.470109,34.6,Calm,64.9
2019,6,Monaco Grand Prix,0.050000,0.000000,2.368421,0.693147,-3.162000,1.000000,0.146739,0.000000,0.323370,0.000000,0.945652,0.470109,24.3,Calm,66.5
2019,7,Canadian Grand Prix,0.100000,0.364286,1.777778,1.098612,-4.696000,0.000000,0.328804,0.918478,0.065217,0.646739,0.875000,0.000000,53.5,Eventful,97.3
2019,8,French Grand Prix,0.050000,0.000000,2.315789,0.693147,-18.985000,0.500000,0.146739,0.000000,0.298913,0.000000,0.396739,0.301630,10.8,Calm,13.5
2019,9,Austrian Grand Prix,0.000000,0.000000,2.700000,1.098612,-18.960000,0.000000,0.000000,0.000000,0.489130,0.646739,0.402174,0.000000,15.1,Calm,45.4
2019,10,British Grand Prix,0.150000,0.098058,3.294118,1.098612,-30.117000,1.000000,0.557065,0.391304,0.668478,0.646739,0.206522,0.470109,56.8,Eventful,18.9
2019,11,German Grand Prix,0.350000,0.315909,6.846154,1.098612,-8.305000,5.000000,0.983696,0.831522,1.000000,0.646739,0.701087,0.975543,98.9,Legendary,85.9
2019,12,Hungarian Grand Prix,0.050000,0.000000,2.052632,1.386294,-60.000000,0.000000,0.146739,0.000000,0.157609,0.817935,0.000000,0.000000,10.3,Calm,91.4
2019,13,Belgian Grand Prix,0.200000,0.477408,4.312500,0.693147,-12.585000,1.000000,0.750000,0.994565,0.918478,0.000000,0.576087,0.470109,75.1,Eventful,65.4
2019,14,Italian Grand Prix,0.150000,0.134303,3.705882,0.693147,-35.199000,1.000000,0.557065,0.456522,0.788043,0.000000,0.103261,0.470109,38.9,Calm,16.2
2019,15,Singapore Grand Prix,0.150000,0.100463,2.352941,1.386294,-3.821000,3.000000,0.557065,0.407609,0.315217,0.817935,0.902174,0.872283,77.8,Eventful,61.6
2019,16,Russian Grand Prix,0.250000,0.199679,3.733333,1.098612,-5.212000,2.500000,0.866848,0.570652,0.804348,0.646739,0.847826,0.823370,93.5,Chaotic,22.2
2019,17,Japanese Grand Prix,0.050000,0.000000,2.882353,1.386294,-13.858000,0.000000,0.146739,0.000000,0.546196,0.817935,0.548913,0.000000,30.3,Calm,27.0
2019,18,Mexican Grand Prix,0.052632,0.000000,2.388889,1.386294,-3.553000,0.500000,0.230978,0.000000,0.331522,0.817935,0.918478,0.301630,44.3,Calm,82.7
2019,19,United States Grand Prix,0.200000,0.339521,2.000000,0.693147,-5.002000,0.000000,0.750000,0.880435,0.144022,0.000000,0.858696,0.000000,47.0,Calm,95.1
2019,20,Brazilian Grand Prix,0.200000,0.085383,5.187500,0.693147,-8.896000,2.000000,0.750000,0.358696,0.978261,0.000000,0.679348,0.777174,70.8,Eventful,70.8
2019,21,Abu Dhabi Grand Prix,0.050000,0.000000,2.526316,0.693147,-43.435000,0.000000,0.146739,0.000000,0.407609,0.000000,0.043478,0.000000,1.6,Calm,45.9
2020,1,Austrian Grand Prix,0.450000,0.294201,3.545455,0.693147,-5.491000,3.000000,1.000000,0.788043,0.728261,0.000000,0.842391,0.872283,86.5,Chaotic,56.8
2020,2,Styrian Grand Prix,0.150000,0.150381,4.000000,0.693147,-33.698000,1.000000,0.557065,0.478261,0.855978,0.000000,0.135870,0.470109,41.6,Calm,16.8
2020,3,Hungarian Grand Prix,0.050000,0.000000,3.578947,0.693147,-9.452000,0.000000,0.146739,0.000000,0.747283,0.000000,0.673913,0.000000,16.8,Calm,49.2
2020,4,British Grand Prix,0.150000,0.095511,2.882353,0.693147,-18.474000,2.000000,0.557065,0.380435,0.546196,0.000000,0.418478,0.777174,49.7,Calm,4.3
2020,5,70th Anniversary Grand Prix,0.050000,0.000000,3.105263,1.609438,-19.231000,0.000000,0.146739,0.000000,0.597826,0.891304,0.380435,0.000000,29.2,Calm,40.5
2020,6,Spanish Grand Prix,0.050000,0.000000,1.421053,0.693147,-44.752000,0.000000,0.146739,0.000000,0.019022,0.000000,0.038043,0.000000,0.5,Calm,83.8
2020,7,Belgian Grand Prix,0.150000,0.096424,1.470588,0.693147,-15.455000,1.000000,0.557065,0.385870,0.027174,0.000000,0.483696,0.470109,25.9,Calm,20.5
2020,8,Italian Grand Prix,0.200000,0.166102,4.125000,2.397895,-3.358000,4.000000,0.750000,0.510870,0.885870,0.972826,0.929348,0.945652,98.4,Legendary,75.1
2020,9,Tuscan Grand Prix,0.400000,0.217014,3.166667,0.693147,-8.065000,7.000000,0.991848,0.592391,0.622283,0.000000,0.722826,0.991848,79.5,Eventful,79.5
2020,10,Russian Grand Prix,0.100000,0.000000,2.833333,1.386294,-22.729000,1.500000,0.328804,0.000000,0.532609,0.817935,0.293478,0.665761,48.1,Calm,55.1
2020,11,Eifel Grand Prix,0.250000,0.167862,4.133333,1.098612,-14.613000,1.500000,0.866848,0.516304,0.891304,0.646739,0.521739,0.665761,83.8,Chaotic,15.1
2020,12,Portuguese Grand Prix,0.050000,0.000000,2.421053,0.693147,-34.508000,0.000000,0.146739,0.000000,0.342391,0.000000,0.119565,0.000000,2.2,Calm,23.2
2020,13,Emilia Romagna Grand Prix,0.250000,0.266099,4.066667,1.098612,-14.320000,1.500000,0.866848,0.711957,0.869565,0.646739,0.527174,0.665761,88.1,Chaotic,10.3
2020,14,Turkish Grand Prix,0.157895,0.277295,5.437500,1.945910,-31.960000,0.500000,0.673913,0.728261,0.983696,0.934783,0.168478,0.301630,75.7,Eventful,88.1
2020,15,Bahrain Grand Prix,0.150000,0.430292,2.588235,0.693147,-8.005000,4.000000,0.557065,0.983696,0.442935,0.000000,0.733696,0.945652,73.5,Eventful,67.0
2020,16,Sakhir Grand Prix,0.150000,0.281759,4.000000,1.791759,-11.869000,3.000000,0.557065,0.744565,0.855978,0.915761,0.592391,0.872283,93.0,Chaotic,49.7
2020,17,Abu Dhabi Grand Prix,0.050000,0.000000,1.421053,0.693147,-18.415000,1.500000,0.146739,0.000000,0.019022,0.000000,0.423913,0.665761,11.9,Calm,69.2
2021,1,Bahrain Grand Prix,0.200000,0.375929,2.562500,1.098612,-37.383000,1.500000,0.750000,0.940217,0.434783,0.646739,0.086957,0.665761,70.3,Eventful,47.0
2021,2,Emilia Romagna Grand Prix,0.200000,0.342352,3.062500,1.386294,-23.702000,4.000000,0.750000,0.885870,0.586957,0.817935,0.277174,0.945652,87.0,Chaotic,56.2
2021,3,Portuguese Grand Prix,0.050000,0.000000,2.263158,1.098612,-33.530000,1.000000,0.146739,0.000000,0.250000,0.646739,0.141304,0.470109,20.0,Calm,62.7
2021,4,Spanish Grand Prix,0.050000,0.000000,1.578947,0.693147,-26.610000,1.000000,0.146739,0.000000,0.038043,0.000000,0.233696,0.470109,4.3,Calm,41.1
2021,5,Monaco Grand Prix,0.100000,0.185897,1.944444,1.098612,-19.427000,0.000000,0.328804,0.546196,0.116848,0.646739,0.369565,0.000000,28.6,Calm,48.1
2021,6,Azerbaijan Grand Prix,0.200000,0.349761,4.187500,1.945910,-2.762000,4.000000,0.750000,0.902174,0.902174,0.934783,0.951087,0.945652,100.0,Legendary,84.9
2021,7,French Grand Prix,0.000000,0.000000,3.000000,0.693147,-8.811000,0.000000,0.000000,0.000000,0.576087,0.000000,0.684783,0.000000,12.4,Calm,58.4
2021,8,Styrian Grand Prix,0.100000,0.246479,1.722222,0.693147,-46.907000,0.000000,0.328804,0.646739,0.059783,0.000000,0.027174,0.000000,8.1,Calm,73.0
2021,9,Austrian Grand Prix,0.100000,0.485915,2.611111,0.693147,-20.019000,1.000000,0.328804,1.000000,0.461957,0.000000,0.358696,0.470109,45.9,Calm,55.7
2021,10,British Grand Prix,0.100000,0.384615,1.888889,1.098612,-11.125000,3.000000,0.328804,0.951087,0.092391,0.646739,0.619565,0.872283,69.2,Eventful,93.5
2021,11,Hungarian Grand Prix,0.300000,0.017334,6.076923,2.197225,-15.018000,3.000000,0.937500,0.298913,0.994565,0.956522,0.505435,0.872283,94.6,Chaotic,97.8
2021,13,Dutch Grand Prix,0.150000,0.165246,2.117647,0.693147,-56.460000,0.000000,0.557065,0.505435,0.192935,0.000000,0.016304,0.000000,13.0,Calm,70.3
2021,14,Italian Grand Prix,0.250000,0.288969,3.200000,1.098612,-4.921000,2.000000,0.866848,0.771739,0.635870,0.646739,0.864130,0.777174,94.1,Chaotic,11.9
2021,15,Russian Grand Prix,0.100000,0.141509,4.388889,1.609438,-60.000000,0.000000,0.328804,0.467391,0.929348,0.891304,0.000000,0.000000,45.4,Calm,99.5
2021,16,Turkish Grand Prix,0.000000,0.000000,3.900000,0.693147,-33.471000,0.000000,0.000000,0.000000,0.836957,0.000000,0.146739,0.000000,7.0,Calm,87.6
2021,17,United States Grand Prix,0.150000,0.264998,1.588235,0.693147,-42.223000,0.500000,0.557065,0.701087,0.043478,0.000000,0.048913,0.301630,19.5,Calm,61.1
2021,18,Mexico City Grand Prix,0.100000,0.000000,3.333333,1.386294,-17.752000,1.000000,0.328804,0.000000,0.684783,0.817935,0.440217,0.470109,51.4,Eventful,38.4
2021,19,São Paulo Grand Prix,0.100000,0.014085,2.222222,2.397895,-13.576000,2.000000,0.328804,0.293478,0.236413,0.972826,0.559783,0.777174,60.5,Eventful,80.5
2021,20,Qatar Grand Prix,0.100000,0.017544,3.444444,0.693147,-59.457000,0.500000,0.328804,0.304348,0.706522,0.000000,0.010870,0.301630,19.5,Calm,77.3
2021,21,Saudi Arabian Grand Prix,0.250000,0.256250,3.133333,0.693147,-27.531000,7.000000,0.866848,0.663043,0.614130,0.000000,0.211957,0.991848,65.4,Eventful,64.3
2021,22,Abu Dhabi Grand Prix,0.300000,0.311739,2.428571,0.693147,-5.173000,1.500000,0.937500,0.798913,0.347826,0.000000,0.853261,0.665761,71.9,Eventful,53.5
2022,1,Bahrain Grand Prix,0.150000,0.092094,2.764706,0.693147,-9.675000,1.500000,0.557065,0.369565,0.516304,0.000000,0.663043,0.665761,51.9,Eventful,1.6
2022,2,Saudi Arabian Grand Prix,0.315789,0.316526,1.923077,1.609438,-8.097000,2.000000,0.961957,0.836957,0.108696,0.891304,0.717391,0.777174,88.6,Chaotic,94.1
2022,3,Australian Grand Prix,0.150000,0.261226,2.882353,0.693147,-25.593000,3.000000,0.557065,0.673913,0.546196,0.000000,0.250000,0.872283,55.7,Eventful,19.5
2022,4,Emilia Romagna Grand Prix,0.100000,0.047619,4.111111,0.693147,-34.834000,1.000000,0.328804,0.320652,0.880435,0.000000,0.108696,0.470109,31.4,Calm,48.6
2022,5,Miami Grand Prix,0.250000,0.317151,3.533333,1.386294,-8.229000,1.500000,0.866848,0.842391,0.720109,0.817935,0.706522,0.665761,95.7,Legendary,28.6
2022,6,Spanish Grand Prix,0.100000,0.007576,3.166667,1.098612,-32.927000,0.000000,0.328804,0.277174,0.622283,0.646739,0.152174,0.000000,29.7,Calm,65.9
2022,7,Monaco Grand Prix,0.150000,0.197780,2.294118,1.386294,-1.491000,6.500000,0.557065,0.565217,0.266304,0.817935,0.978261,0.983696,85.9,Chaotic,89.7
2022,8,Azerbaijan Grand Prix,0.250000,0.245341,3.066667,1.386294,-45.995000,1.000000,0.866848,0.641304,0.592391,0.817935,0.032609,0.470109,67.0,Eventful,68.6
2022,9,Canadian Grand Prix,0.150000,0.241030,3.764706,0.693147,-7.006000,2.000000,0.557065,0.619565,0.815217,0.000000,0.777174,0.777174,71.4,Eventful,9.2
2022,10,British Grand Prix,0.300000,0.282724,3.714286,0.693147,-6.225000,3.000000,0.937500,0.750000,0.793478,0.000000,0.809783,0.872283,84.9,Chaotic,27.6
2022,11,Austrian Grand Prix,0.150000,0.191512,2.470588,1.098612,-41.217000,0.500000,0.557065,0.554348,0.377717,0.646739,0.059783,0.301630,41.6,Calm,44.3
2022,12,French Grand Prix,0.200000,0.203815,2.437500,1.098612,-16.495000,1.500000,0.750000,0.576087,0.355978,0.646739,0.461957,0.665761,67.6,Eventful,9.7
2022,13,Hungarian Grand Prix,0.050000,0.000000,3.684211,2.397895,-12.337000,1.000000,0.146739,0.000000,0.777174,0.972826,0.581522,0.470109,57.8,Eventful,74.6
2022,14,Belgian Grand Prix,0.100000,0.011364,5.111111,2.708050,-26.886000,1.000000,0.328804,0.288043,0.967391,0.986413,0.222826,0.470109,62.7,Eventful,89.2
2022,15,Dutch Grand Prix,0.100000,0.069444,2.222222,0.693147,-10.929000,1.500000,0.328804,0.336957,0.236413,0.000000,0.630435,0.665761,34.1,Calm,17.8
2022,16,Italian Grand Prix,0.200000,0.249733,4.562500,2.079442,-3.405000,1.500000,0.750000,0.657609,0.940217,0.951087,0.923913,0.665761,96.8,Legendary,62.2
2022,17,Singapore Grand Prix,0.300000,0.172478,3.571429,1.098612,-10.305000,3.500000,0.937500,0.521739,0.739130,0.646739,0.646739,0.921196,90.8,Chaotic,37.8
2022,18,Japanese Grand Prix,0.100000,0.000000,2.111111,0.693147,-31.763000,3.000000,0.328804,0.000000,0.179348,0.000000,0.179348,0.872283,16.2,Calm,92.4
2022,19,United States Grand Prix,0.150000,0.151757,3.764706,1.098612,-7.501000,2.000000,0.557065,0.483696,0.815217,0.646739,0.760870,0.777174,82.2,Chaotic,21.1
2022,20,Mexico City Grand Prix,0.100000,0.091549,1.944444,0.693147,-18.097000,0.500000,0.328804,0.364130,0.116848,0.000000,0.429348,0.301630,15.7,Calm,11.4
2022,21,São Paulo Grand Prix,0.150000,0.331975,3.411765,0.693147,-4.051000,2.500000,0.557065,0.858696,0.701087,0.000000,0.891304,0.823370,76.2,Eventful,37.3
2022,22,Abu Dhabi Grand Prix,0.150000,0.227575,2.117647,0.693147,-10.093000,0.000000,0.557065,0.603261,0.192935,0.000000,0.652174,0.000000,28.1,Calm,43.8
2023,1,Bahrain Grand Prix,0.150000,0.223756,3.352941,0.693147,-38.637000,0.500000,0.557065,0.597826,0.695652,0.000000,0.070652,0.301630,35.7,Calm,29.2
2023,2,Saudi Arabian Grand Prix,0.100000,0.110000,3.277778,0.693147,-20.728000,1.000000,0.328804,0.440217,0.663043,0.000000,0.336957,0.470109,36.2,Calm,7.0
2023,3,Australian Grand Prix,0.400000,0.404249,5.166667,0.693147,-0.769000,11.500000,0.991848,0.967391,0.972826,0.000000,1.000000,1.000000,97.3,Legendary,98.9
2023,4,Azerbaijan Grand Prix,0.100000,0.264706,2.111111,1.386294,-21.217000,1.000000,0.328804,0.695652,0.179348,0.817935,0.326087,0.470109,52.4,Eventful,54.1
2023,5,Miami Grand Prix,0.000000,0.000000,2.900000,2.302585,-26.305000,0.000000,0.000000,0.000000,0.557065,0.961957,0.239130,0.000000,22.7,Calm,90.8
2023,6,Monaco Grand Prix,0.100000,0.108974,1.888889,0.693147,-36.990000,0.000000,0.328804,0.434783,0.092391,0.000000,0.092391,0.000000,5.9,Calm,47.6
2023,7,Spanish Grand Prix,0.000000,0.000000,3.600000,0.693147,-32.389000,0.000000,0.000000,0.000000,0.755435,0.000000,0.157609,0.000000,5.4,Calm,73.5
2023,8,Canadian Grand Prix,0.100000,0.335714,3.833333,0.693147,-14.168000,1.500000,0.328804,0.864130,0.820652,0.000000,0.538043,0.665761,62.2,Eventful,50.8
2023,9,Austrian Grand Prix,0.050000,0.000000,2.736842,0.693147,-17.188000,1.500000,0.146739,0.000000,0.510870,0.000000,0.445652,0.665761,23.2,Calm,33.5
2023,10,British Grand Prix,0.150000,0.292212,2.647059,0.693147,-6.783000,1.500000,0.557065,0.777174,0.478261,0.000000,0.788043,0.665761,63.2,Eventful,4.9
2023,11,Hungarian Grand Prix,0.150000,0.441138,3.647059,1.098612,-37.603000,0.000000,0.557065,0.989130,0.763587,0.646739,0.081522,0.000000,58.4,Eventful,96.2
2023,12,Belgian Grand Prix,0.100000,0.261364,2.000000,1.945910,-32.259000,0.000000,0.328804,0.679348,0.144022,0.934783,0.163043,0.000000,36.8,Calm,91.9
2023,13,Dutch Grand Prix,0.150000,0.272873,4.176471,0.693147,-7.058000,4.500000,0.557065,0.717391,0.896739,0.000000,0.771739,0.961957,78.4,Eventful,43.2
2023,14,Italian Grand Prix,0.052632,0.000000,2.111111,1.098612,-11.193000,0.000000,0.230978,0.000000,0.179348,0.646739,0.614130,0.000000,20.5,Calm,34.6
2023,15,Singapore Grand Prix,0.210526,0.374544,4.200000,0.693147,-1.269000,1.500000,0.809783,0.934783,0.910326,0.000000,0.983696,0.665761,89.2,Chaotic,76.8
2023,16,Japanese Grand Prix,0.250000,0.123437,1.800000,0.693147,-36.494000,1.500000,0.866848,0.451087,0.070652,0.000000,0.097826,0.665761,33.5,Calm,88.6
2023,17,Qatar Grand Prix,0.105263,0.350877,3.352941,0.693147,-5.969000,1.000000,0.418478,0.907609,0.695652,0.000000,0.831522,0.470109,64.3,Eventful,50.3
2023,18,United States Grand Prix,0.150000,0.346365,3.533333,1.945910,-15.134000,0.000000,0.557065,0.896739,0.720109,0.934783,0.500000,0.000000,72.4,Eventful,94.6
2023,19,Mexico City Grand Prix,0.210526,0.395998,3.666667,1.386294,-23.124000,4.500000,0.809783,0.961957,0.771739,0.817935,0.288043,0.961957,95.1,Legendary,78.9
2023,20,São Paulo Grand Prix,0.263158,0.312993,3.714286,0.693147,-34.155000,3.000000,0.907609,0.809783,0.793478,0.000000,0.130435,0.872283,69.7,Eventful,68.1
2023,21,Las Vegas Grand Prix,0.150000,0.410203,5.823529,1.098612,-2.241000,2.500000,0.557065,0.972826,0.989130,0.646739,0.961957,0.823370,97.8,Legendary,87.0
2023,22,Abu Dhabi Grand Prix,0.050000,0.000000,2.105263,0.693147,-20.328000,0.000000,0.146739,0.000000,0.168478,0.000000,0.342391,0.000000,3.2,Calm,13.0
2024,1,Bahrain Grand Prix,0.000000,0.000000,2.300000,0.693147,-25.110000,0.000000,0.000000,0.000000,0.274457,0.000000,0.266304,0.000000,1.1,Calm,31.4
2024,2,Saudi Arabian Grand Prix,0.100000,0.040000,2.166667,0.693147,-18.639000,1.000000,0.328804,0.315217,0.211957,0.000000,0.413043,0.470109,22.2,Calm,2.2
2024,3,Australian Grand Prix,0.157895,0.391227,2.437500,1.098612,-5.904000,1.000000,0.673913,0.956522,0.355978,0.646739,0.836957,0.470109,80.5,Chaotic,58.9
2024,4,Japanese Grand Prix,0.150000,0.106733,1.647059,0.693147,-20.866000,2.000000,0.557065,0.423913,0.048913,0.000000,0.331522,0.777174,32.4,Calm,35.1
2024,5,Chinese Grand Prix,0.150000,0.102062,2.470588,0.693147,-19.160000,2.500000,0.557065,0.418478,0.377717,0.000000,0.391304,0.823370,43.2,Calm,7.6
2024,6,Miami Grand Prix,0.050000,0.000000,2.789474,1.791759,-9.920000,1.500000,0.146739,0.000000,0.521739,0.915761,0.657609,0.665761,56.2,Eventful,67.6
2024,7,Emilia Romagna Grand Prix,0.050000,0.000000,1.894737,0.693147,-7.916000,0.000000,0.146739,0.000000,0.103261,0.000000,0.739130,0.000000,7.6,Calm,36.2
2024,8,Monaco Grand Prix,0.200000,0.000000,0.625000,0.693147,-7.585000,3.000000,0.750000,0.000000,0.000000,0.000000,0.750000,0.872283,38.4,Calm,100.0
2024,9,Canadian Grand Prix,0.250000,0.160763,3.466667,1.098612,-4.317000,2.000000,0.866848,0.500000,0.711957,0.646739,0.885870,0.777174,90.3,Chaotic,17.3
2024,10,Spanish Grand Prix,0.000000,0.000000,1.500000,1.098612,-17.790000,0.000000,0.000000,0.000000,0.032609,0.646739,0.434783,0.000000,9.7,Calm,83.2
2024,11,Austrian Grand Prix,0.000000,0.000000,3.200000,1.386294,-4.533000,0.500000,0.000000,0.000000,0.635870,0.817935,0.880435,0.301630,47.6,Calm,93.0
2024,12,British Grand Prix,0.052632,0.000000,1.833333,1.098612,-7.547000,0.000000,0.230978,0.000000,0.076087,0.646739,0.755435,0.000000,21.1,Calm,46.5
2024,13,Hungarian Grand Prix,0.050000,0.000000,2.631579,1.098612,-14.880000,0.000000,0.146739,0.000000,0.472826,0.646739,0.510870,0.000000,23.8,Calm,21.6
2024,14,Belgian Grand Prix,0.050000,0.000000,2.333333,1.386294,-8.023000,0.000000,0.146739,0.000000,0.307065,0.817935,0.728261,0.000000,27.6,Calm,40.0
2024,15,Dutch Grand Prix,0.000000,0.000000,2.500000,0.693147,-25.439000,0.000000,0.000000,0.000000,0.402174,0.000000,0.255435,0.000000,2.7,Calm,34.1
2024,16,Italian Grand Prix,0.050000,0.000000,2.000000,1.609438,-6.153000,0.000000,0.146739,0.000000,0.144022,0.891304,0.815217,0.000000,27.0,Calm,81.6
2024,17,Azerbaijan Grand Prix,0.200000,0.287633,2.812500,1.098612,-31.328000,0.500000,0.750000,0.766304,0.527174,0.646739,0.190217,0.301630,61.1,Eventful,25.4
2024,18,Singapore Grand Prix,0.100000,0.338710,2.222222,0.693147,-41.823000,0.000000,0.328804,0.875000,0.236413,0.000000,0.054348,0.000000,14.6,Calm,84.3
2024,19,United States Grand Prix,0.050000,0.000000,3.842105,1.609438,-19.412000,1.000000,0.146739,0.000000,0.826087,0.891304,0.375000,0.470109,50.8,Eventful,63.2
2024,20,Mexico City Grand Prix,0.150000,0.099593,2.588235,0.693147,-34.387000,1.000000,0.557065,0.396739,0.442935,0.000000,0.125000,0.470109,26.5,Calm,6.5
2024,21,São Paulo Grand Prix,0.111111,0.057971,4.200000,2.890372,-22.532000,4.500000,0.423913,0.326087,0.910326,0.994565,0.304348,0.961957,79.5,Eventful,95.7
2024,22,Las Vegas Grand Prix,0.100000,0.100000,2.277778,0.693147,-11.906000,0.000000,0.328804,0.402174,0.258152,0.000000,0.586957,0.000000,17.3,Calm,30.8
2024,23,Qatar Grand Prix,0.250000,0.312261,2.733333,1.098612,-6.819000,3.500000,0.866848,0.804348,0.505435,0.646739,0.782609,0.921196,92.4,Chaotic,42.7
2024,24,Abu Dhabi Grand Prix,0.200000,0.336179,3.687500,0.693147,-31.928000,0.500000,0.750000,0.869565,0.782609,0.000000,0.173913,0.301630,54.6,Eventful,51.4
2025,1,Australian Grand Prix,0.300000,0.368247,4.500000,0.693147,-8.481000,3.000000,0.937500,0.923913,0.934783,0.000000,0.690217,0.872283,89.7,Chaotic,59.5
2025,2,Chinese Grand Prix,0.050000,0.000000,4.000000,0.693147,-11.097000,0.000000,0.146739,0.000000,0.855978,0.000000,0.625000,0.000000,18.4,Calm,71.9
2025,3,Japanese Grand Prix,0.000000,0.000000,0.900000,0.693147,-2.129000,0.000000,0.000000,0.000000,0.005435,0.000000,0.967391,0.000000,6.5,Calm,98.4
2025,4,Bahrain Grand Prix,0.050000,0.000000,2.722222,0.693147,-16.273000,1.000000,0.146739,0.000000,0.500000,0.000000,0.467391,0.470109,17.8,Calm,10.8
