season,round,race_name,raw_retirement_rate,raw_retirement_lap_spread,raw_position_shuffle,raw_winner_grid,raw_podium_closeness,raw_neutralizations,q_retirement_rate,q_retirement_lap_spread,q_position_shuffle,q_winner_grid,q_podium_closeness,q_neutralizations,chaos_score,chaos_label,weirdness_score
2025,5,Saudi Arabian Grand Prix,0.100000,0.010000,1.888889,1.098612,-8.104000,1.000000,0.328804,0.282609,0.092391,0.646739,0.711957,0.470109,42.2,Calm,35.7
2025,6,Miami Grand Prix,0.200000,0.242263,2.312500,1.609438,-37.644000,1.500000,0.750000,0.625000,0.288043,0.891304,0.076087,0.665761,63.8,Eventful,72.4
2025,7,Emilia Romagna Grand Prix,0.100000,0.134921,3.555556,1.098612,-12.956000,1.500000,0.328804,0.461957,0.733696,0.646739,0.565217,0.665761,65.9,Eventful,20.0
2025,8,Monaco Grand Prix,0.100000,0.185897,2.222222,0.693147,-3.658000,0.500000,0.328804,0.546196,0.236413,0.000000,0.907609,0.301630,37.3,Calm,57.8
2025,9,Spanish Grand Prix,0.105263,0.196970,2.470588,0.693147,-10.455000,1.000000,0.418478,0.559783,0.377717,0.000000,0.641304,0.470109,40.5,Calm,5.9
2025,10,Canadian Grand Prix,0.150000,0.118379,2.470588,0.693147,-1.014000,1.000000,0.557065,0.445652,0.377717,0.000000,0.989130,0.470109,54.1,Eventful,42.2
2025,11,Austrian Grand Prix,0.157895,0.101015,2.312500,0.693147,-19.820000,1.000000,0.673913,0.413043,0.288043,0.000000,0.364130,0.470109,35.1,Calm,8.1
2025,12,British Grand Prix,0.210526,0.183639,4.733333,1.386294,-34.742000,3.000000,0.809783,0.532609,0.956522,0.817935,0.114130,0.872283,83.2,Chaotic,86.5
2025,13,Belgian Grand Prix,0.000000,0.000000,2.900000,1.098612,-20.185000,3.000000,0.000000,0.000000,0.557065,0.646739,0.347826,0.872283,39.5,Calm,96.8
2025,14,Hungarian Grand Prix,0.050000,0.000000,1.947368,1.386294,-21.916000,0.000000,0.146739,0.000000,0.125000,0.817935,0.315217,0.000000,14.1,Calm,44.9
2025,15,Dutch Grand Prix,0.150000,0.245327,4.588235,0.693147,-3.233000,3.500000,0.557065,0.635870,0.945652,0.000000,0.934783,0.921196,81.6,Chaotic,69.7
2025,16,Italian Grand Prix,0.052632,0.000000,2.277778,0.693147,-21.351000,0.000000,0.230978,0.000000,0.258152,0.000000,0.320652,0.000000,3.8,Calm,30.3
2025,17,Azerbaijan Grand Prix,0.050000,0.000000,2.157895,0.693147,-19.199000,1.000000,0.146739,0.000000,0.206522,0.000000,0.385870,0.470109,11.4,Calm,8.6
2025,18,Singapore Grand Prix,0.000000,0.000000,2.300000,0.693147,-6.066000,0.000000,0.000000,0.000000,0.274457,0.000000,0.826087,0.000000,9.2,Calm,63.8
2025,19,United States Grand Prix,0.050000,0.000000,2.473684,0.693147,-15.373000,0.500000,0.146739,0.000000,0.394022,0.000000,0.489130,0.301630,13.5,Calm,14.6
2025,20,Mexico City Grand Prix,0.200000,0.315313,3.000000,0.693147,-31.049000,0.500000,0.750000,0.826087,0.576087,0.000000,0.195652,0.301630,48.6,Calm,25.9
2025,21,São Paulo Grand Prix,0.150000,0.230860,2.529412,0.693147,-10.750000,1.500000,0.557065,0.608696,0.418478,0.000000,0.635870,0.665761,55.1,Eventful,0.5
2025,22,Las Vegas Grand Prix,0.150000,0.320971,4.800000,1.098612,-30.488000,1.000000,0.557065,0.847826,0.961957,0.646739,0.201087,0.470109,74.1,Eventful,54.6
2025,23,Qatar Grand Prix,0.200000,0.351398,3.125000,1.386294,-22.665000,1.000000,0.750000,0.913043,0.608696,0.817935,0.298913,0.470109,77.3,Eventful,36.8
2025,24,Abu Dhabi Grand Prix,0.000000,0.000000,2.600000,0.693147,-16.572000,0.000000,0.000000,0.000000,0.453804,0.000000,0.456522,0.000000,4.9,Calm,33.0
2026,1,Australian Grand Prix,0.150000,0.077533,3.235294,0.693147,-15.519000,1.500000,0.557065,0.342391,0.649457,0.000000,0.478261,0.665761,50.3,Eventful,2.7
2026,2,Chinese Grand Prix,0.166667,0.265799,2.666667,0.693147,-25.267000,1.000000,0.684783,0.706522,0.483696,0.000000,0.260870,0.470109,44.9,Calm,5.4
2026,3,Japanese Grand Prix,0.090909,0.094340,1.950000,0.693147,-15.270000,1.000000,0.244565,0.375000,0.130435,0.000000,0.494565,0.470109,21.6,Calm,22.7
2026,4,Miami Grand Prix,0.181818,0.022790,2.555556,0.693147,-27.092000,1.000000,0.695652,0.309783,0.429348,0.000000,0.217391,0.470109,31.9,Calm,18.4
2026,5,Canadian Grand Prix,0.238095,0.152261,3.937500,1.098612,-11.276000,1.500000,0.820652,0.489130,0.842391,0.646739,0.608696,0.665761,82.7,Chaotic,12.4
2026,6,Monaco Grand Prix,0.318182,0.311463,3.866667,0.693147,-23.394000,5.000000,0.970109,0.793478,0.831522,0.000000,0.282609,0.975543,76.8,Eventful,75.7
2026,7,Barcelona Grand Prix,0.318182,0.328363,2.133333,1.098612,-23.719000,1.000000,0.970109,0.853261,0.201087,0.646739,0.271739,0.470109,66.5,Eventful,85.4
2026,8,Austrian Grand Prix,0.181818,0.244459,1.666667,0.693147,-1.986000,1.000000,0.695652,0.630435,0.054348,0.000000,0.972826,0.470109,53.0,Eventful,81.1
2026,9,British Grand Prix,0.136364,0.080576,3.578947,1.098612,-0.772000,2.000000,0.437500,0.347826,0.747283,0.646739,0.994565,0.777174,81.1,Chaotic,78.4
2026,10,Belgian Grand Prix,0.136364,0.232021,2.210526,0.693147,-11.586000,2.000000,0.437500,0.614130,0.222826,0.000000,0.603261,0.777174,49.2,Calm,24.9
2026,11,Hungarian Grand Prix,0.136364,0.262467,1.842105,0.693147,-18.728000,0.500000,0.437500,0.684783,0.081522,0.000000,0.407609,0.301630,24.9,Calm,32.4
2026,12,Dutch Grand Prix,0.272727,0.371699,2.312500,0.693147,-15.906000,3.000000,0.913043,0.929348,0.288043,0.000000,0.472826,0.872283,68.1,Eventful,77.8
2026,13,Italian Grand Prix,0.136364,0.210292,3.315789,2.995732,-14.718000,3.500000,0.437500,0.581522,0.679348,1.000000,0.516304,0.921196,84.3,Chaotic,80.0
